Janet French Is A Provincial Affairs Reporter With Cbc Edmonton. She Has Also Been A Reporter At The Edmonton Journal,2020-03-18 04:29:00,Alberta legislature approves 57-billion budget in race against COVID-19 spread,Under threat of a pandemic shutdown,Saskatoon Starphoenix. You Can Reach Her At Janet.French Cbc.Ca,Alberta legislators engaged in marathon deliberations Tuesday night as the government raced to approve the 2020 budget.
"",2020-03-11 10:27:00,information hotline,P.E.I. will open its first clinic for COVID-19 testing in Charlottetown Wednesday,P.E.I. opening COVID-19 testing clinics,Chief Public Health Officer Heather Morrison announced on Island Morning.
Rafferty Baker Is A Video Journalist With Cbc News,Online At Cbc.Ca Bc.,Television,How COVID-19 could put your familys spring break plans at risk,Based In Vancouver. You Can Find His Stories On Cbc Radio,2020-03-11 10:00:00
"",2020-03-20 09:00:00,donate hand sanitizer where needed in Windsor,The Hiram Walker & Sons waterfront distillery will be adding hand sanitizer to its production line as a way of fighting the spread of COVID-19.,Hiram Walker & Sons to produce,The Hiram Walker and Sons waterfront distillery will be adding hand sanitizer to its production line as a way of fighting the spread of COVID-19. In coordination with local and senior levels of government
Mark Gollom Is A Toronto-Based Reporter With Cbc News. He Covers Canadian,From Huggies to hygiene kits,Current Affairs.,CFB Trenton ready to quarantine airlifted Canadians,U.S. Politics,2020-02-07 09:00:00
Cbc News,Ottawa residents trapped in Wuhan,2020-02-07 02:30:00,China described their relief and exhaustion Thursday,Ottawa families evacuating Wuhan relieved to be on their way home,hours before they began their journey home from the epicentre of the coronavirus outbreak.
Cbc News,2020-02-12 20:48:00,WHO says,The World Health Organization said despite positive signs in Congo,Congos Ebola outbreak remains a global emergency,the countrys Ebola epidemic continues to be a global health emergency.
"",There has been a confirmed case of COVID-19 on the University of Calgary campus.,2020-03-17 02:47:00,There has been a confirmed case of COVID-19 on the University of Calgary campus. An individual,Case of COVID-19 confirmed at University of Calgary,who has not been on campus since March 9
Cbc News,The University of Windsor announced on Monday that it will soon ask employees to work from home if possible.,2020-03-17 02:21:00,The University of Windsor announced on Monday that it will soon ask employees to work from home if possible,University of Windsor employees to work from home if possible starting Wednesday,amid the ongoing global COVID-19 outbreak. As of Wednesday
"",2020-03-12 00:07:00,premiers,Amnesty International says its not enough for political leaders to condemn a sexually suggestive decal appearing to show teenage climate campaigner Greta Thunberg and they should do more to protect human rights activists.,Amnesty International raises Greta sticker in letter to Trudeau,Amnesty International says its not enough for political leaders to condemn a sexually suggestive decal appearing to show teenage climate campaigner Greta Thunberg and they should do more to protect human rights activists. The secretary general of the groups Canadian arm mentioned the sticker in a letter to Prime Minister Justin Trudeau and all premiers ahead of this weeks first ministers meeting in Ottawa. While there have been many expressions of dismay and disgust about this particular sticker ... it is imperative to recognize and acknowledge that this is not a unique or singular incident
Cbc News,Officials with the Arctic Winter Games say the risk is low,2020-03-03 14:00:00,and nobody should change their travel plans to Whitehorse because of COVID-19 fears.,Arctic Winter Games in good shape with COVID-19 precautions,Officials with the Arctic Winter Games (AWG) say the risk is low
Reporter Editor,Follow,Bobby.Hristova Cbc.Ca,Bobbyhristova On Twitter,Bobhristova Is A Reporter Editor With Cbc Hamilton. Email,LGBTQ activists hope officials let gay men donate blood amid COVID-19 cancellations
Adam Hunter Is The Provincial Affairs Reporter At Cbc Saskatchewan,Adam.Hunter Cbc.Ca,Ahiddycbc. Contact Him,Saskatchewan legislative sitting abruptly adjourned amid COVID-19 pandemic,Based In Regina. He Has Been With Cbc For Years. He Hosts The Cbc Podcast On The Ledge. Follow Him On Twitter,2020-03-19 23:43:00
Adam Hunter Is The Provincial Affairs Reporter At Cbc Saskatchewan,Adam.Hunter Cbc.Ca,Ahiddycbc. Contact Him,Budget and pending election loom with spring sitting for Sask. Legislature set to start today,Based In Regina. He Has Been With Cbc For Years. He Hosts The Cbc Podcast On The Ledge. Follow Him On Twitter,2020-03-01 14:00:00
Cbc News,2020-03-11 21:19:00,2020,As the COVID-19 outbreak is declared a global pandemic and the number of confirmed cases in Alberta leaps to 19,What you need to know about COVID-19 in Alberta on March 11,heres what you need to know.
Adam Hunter Is The Provincial Affairs Reporter At Cbc Saskatchewan,Adam.Hunter Cbc.Ca,Ahiddycbc. Contact Him,Saskatchewan legislative sitting abruptly adjourned amid COVID-19 pandemic,Based In Regina. He Has Been With Cbc For Years. He Hosts The Cbc Podcast On The Ledge. Follow Him On Twitter,2020-03-19 23:43:00
"",Sunny Zeng is in daily contact with her parents in Wuhan. Her father sent her a video of neighbours opening the balcony doors of their high rises and joining together in song,2020-02-02 13:00:00,as they try to cope with fear and isolation.,Inside Wuhan: Quebec City woman gets glimpse of life under quarantine in China,Sunny Zeng has talked to her parents more in the past two weeks than she has in the past 12 months. The Quebec City resident
"",The Town of Cochrane shut down public access to all town facilities Monday after at least two cases of COVID-19 were confirmed in the community.,2020-03-16 23:33:00,The Town of Cochrane shut down public access to all town facilities Monday after at least two cases of COVID-19 were confirmed in the community. École Notre-Dame-des-Vallées — a kindergarten to Grade 8 school— sent out an email to parents Sunday asking all families to place themselves in self isolation until March 23 because two members of the schools community have been confirmed to have COVID-19. Potential exposure to the infected persons happened on March 10,Facilities shut down as Cochrane deals with at least 2 confirmed cases of COVID-19,the school said
Kristin Annable Is A Member Of CbcS Investigative Unit Based In Winnipeg. She Can Be Reached At Kristin.Annable Cbc.Ca,Manitoba union says,provide access to protective gear,2020-03-19 23:12:00,Declare grocery store staff essential,The union that represents over 7
The Associated Press,Bernie Sanders says hes moving ahead with his Democratic presidential campaign,2020-03-11 17:53:00,despite disappointing results for a second straight week in multiple primaries.,Bernie Sanders vows to press on with campaign despite latest primary losses,Bernie Sanders said Wednesday hes moving ahead with his Democratic presidential campaign
Cbc News,nightclubs and theatres,bars,medical officer of health says,Close all London restaurants,2020-03-16 22:14:00
"",The federal governments announcement that Canadians should return home is causing many Islanders to worry about how to make that happen.,2020-03-18 09:00:00,After the federal government Saturday told Canadians abroad to come home to help curb the coronaviruss spread,Restricted travel leaves Islanders abroad struggling to get home,many Islanders have been struggling to make that happen.  Canadas Foreign Affairs Minister François-Philippe Champagne recommended Saturday Canadians travelling abroad should return to Canada while commercial transportation is still available — as did Global Affairs Canada on Friday . Theres certainly some anxiety here
Laura Clementson Is A Journalist With Cbc News. She Can Be Reached At Laura.Clementson Cbc.Ca.,passengers question COVID-19 screening at Pearson,Were not feeling very safe: Employees,2020-03-14 00:09:00,Follow Laura On Twitter,There are questions at Torontos Pearson International Airport about whether the screening process for new arrivals is thorough enough amid the COVID-19 pandemic.
The Associated Press,Hong Kong hospitals cut services as medical workers were striking for a second day Tuesday to demand the border with mainland China be shut completely to ward off a virus that caused its first death in the semi-autonomous city.,2020-02-04 09:14:00,Hong Kong hospitals cut services as medical workers were striking for a second day Tuesday to demand the border with mainland China be shut completely to ward off a virus that caused its first death in the semi-autonomous city. All but two of Hong Kongs land and sea crossings with the mainland were closed at midnight after more than 2,Hong Kong reports virus death as workers strike at hospitals,000 hospital workers went on strike Monday. As many as 9
Web Writer,P.E.I. Premier Dennis King declares public health emergency on COVID-19,Can Be Reached At Samantha.Juric Cbc.Ca.,2020-03-16 19:49:00,Sam Juric Is A Journalist With Cbc P.E.I.,In Mondays second press briefing of the day
Web Writer,P.E.I. Premier Dennis King declares public health emergency on COVID-19,Can Be Reached At Samantha.Juric Cbc.Ca.,2020-03-16 19:49:00,Sam Juric Is A Journalist With Cbc P.E.I.,In Mondays second press briefing of the day
Thomson Reuters,The last patient being treated for Ebola in Congo was discharged on Tuesday,2020-03-03 19:25:00,the World Health Organization said,Congo has no known Ebola cases for 1st time since July 2018,bringing the 19-month-old outbreak closer than ever to an end.
"",A Calgary man who has been stranded in Wuhan with his family since the city was quarantined says they are very relieved after the federal government announced on Monday that permanent residents with kids will be allowed to return home.,2020-02-03 22:41:00,A Calgary man trapped in Wuhan with his family says they are very relieved after the federal government announced on Monday that permanent Canadian residents with kids will be allowed to return home. Bin Zhang,Calgary family stranded in Wuhan relieved as Canadian airlift announced,33
Cbc News,In todays Morning Brief,2020-02-05 12:01:00,we look at what the ruling on the Trans Mountain project means for Justin Trudeau,Get informed on the top stories of the day in one quick scan,Alberta and the Indigenous groups that oppose it. We also look at Nancy Pelosis reaction to U.S. President Donald Trumps state of the union and a quarantined cruise ship off the coast of Japan that has some 251 Canadians on board.
Cbc News,Both Science North and Dynamic Earth in Sudbury will close to the public on Friday evening,2020-03-13 21:28:00,due to concerns over COVID-19,COVID-19 concerns shut down Science North and Dynamic Earth in Sudbury,but scheduled camps for March Break will proceed as scheduled
"",Canadian health agencies face an elevated risk of cyberattacks as criminals try to take advantage of global anxiety over the COVID-19 pandemic,2020-03-19 20:03:00,according to Canadas foreign signals intelligence agency.,Canadas health sector at risk of cyberattacks as COVID-19 fear spreads: CSE,Canadas health sector faces an elevated risk of cyberattacks and intellectual property theft as criminals and state actors try to exploit global anxiety over the COVID-19 pandemic
Business Reporter,Contact,Consumer News.,Sophia.Harris Cbc.Ca,Sophia Harris Covers Business,More This Author
Cbc News,A P.E.I. couple stranded on the Diamond Princess cruise liner have returned to Canadian soil on Friday morning.,2020-02-21 12:07:00,A P.E.I. couple stranded on the Diamond Princess cruise liner has landed at CFB Trenton in Ontario. Helen McKenna and her husband John are among the 256 Canadians who were being quarantined on the cruise ship in Yokohama,Island couple aboard Diamond Princess lands at CFB Trenton,Japan
Business Reporter,Contact,Consumer News.,Sophia.Harris Cbc.Ca,Sophia Harris Covers Business,More This Author
"",2020-03-11 10:27:00,information hotline,P.E.I. will open its first clinic for COVID-19 testing in Charlottetown Wednesday,P.E.I. opening COVID-19 testing clinics,Chief Public Health Officer Heather Morrison announced on Island Morning.
"",2020-01-31 14:17:00,Banff among the Canadian hotspots seeing trip cancellations from Chinese tourists,Tour companies and hotels in destinations popular with Chinese tourists are starting to see cancellations after a new form of virus that has led to mass quarantines and 170 deaths in China.,Jasper,Tour companies and hotels in destinations popular with Chinese tourists are starting to see cancellations after a new form of virus that has led to mass quarantines and 170 deaths in China. The virus comes from a large family of what are known as coronaviruses. The World Health Organization on Thursday declared the outbreak a public health emergency of international concern. There are three confirmed cases in Canada and all are linked to recent travel in China. Travel agencies in the Asian country have been told to halt all group tours due to the virus
Rafferty Baker Is A Video Journalist With Cbc News,Online At Cbc.Ca Bc.,Television,How COVID-19 could put your familys spring break plans at risk,Based In Vancouver. You Can Find His Stories On Cbc Radio,2020-03-11 10:00:00
"",Three Halifax men are trying to keep their spirits up as they deal with military law from a shared hotel room in southern Peru. Ian Melanson,2020-03-19 19:28:00,Jordan Taggart,Overwhelming: Nova Scotians stuck in Peru call for emergency flights home,and Neal Andreino are stuck dealing with the COVID-19 pandemic in the South American country unless Canada sends in emergency planes.
Drew Anderson Is A Web Journalist At Cbc Calgary. Like Almost Every Journalist Working Today,Drewpanderson. Contact Him In Confidence At Drew.Anderson Cbc.Ca. Signal Contact Upon Request. Cbc Secure Drop,You Can Follow Him On Twitter,Www.Cbc.Ca Securedrop,HeS Won A Few Awards. HeS Also A Third-Generation Calgarian.,Alberta patients asked to delay mammograms as health system readies for COVID-19
Cbc News,Later today,2020-03-16 16:43:00,Minister R.J. Simpson will convene a teleconference with all district education authorities to discuss this direction and how best to support school teachers staff and students as they return from spring break travel,N.W.T. schools recommended to close until after Easter,said Premier Caroline Cochrane.
Janet French Is A Provincial Affairs Reporter With Cbc Edmonton. She Has Also Been A Reporter At The Edmonton Journal,2020-03-18 04:29:00,Alberta legislature approves 57-billion budget in race against COVID-19 spread,Under threat of a pandemic shutdown,Saskatoon Starphoenix. You Can Reach Her At Janet.French Cbc.Ca,Alberta legislators engaged in marathon deliberations Tuesday night as the government raced to approve the 2020 budget.
Cbc News,2020-03-16 16:31:00,cancels St. Patricks Day plans over COVID-19,On the eve of one of the biggest annual events on George Street,Bridie Molloys temporarily closes,Bridie Molloys says its cancelling all festivities.
Adam Carter Is A Newfoundlander Who Now Calls Toronto Home. He Enjoys A Good Story,Schlatters lawyers say he didnt kill Tess Richey,Adamcartercbc Or Drop Him An Email At Adam.Carter Cbc.Ca.,at one of Ontarios only remaining trials,Playing Loud Music. You Can Follow Him On Twitter,2020-03-16 21:45:00
"",The Calgary Catholic School District told parents in letters sent out on Wednesday that the closure consideration process for St. Angela and St. Gerard schools had ceased due to the impact of the COVID-19 pandemic. Both schools will now remain open for the 2020-21 school year.,2020-03-19 21:48:00,Two Calgary Catholic schools that were under consideration for closure will remain open next school year. The Calgary Catholic School District told parents in letters sent out on Wednesday that the closure consideration process for St. Angela and St. Gerard schools had ceased due to the impact of the COVID-19 pandemic and that both schools will now remain open for the 2020-21 school year.  Earlier this year,Calgary Catholic School District halts closure consideration of St. Angela and St. Gerard schools,both K-6 schools were brought into consideration for closure because theyre underutilized. The board was expected to make a final decision at its April 8 meeting
Laura Clementson Is A Journalist With Cbc News. She Can Be Reached At Laura.Clementson Cbc.Ca.,passengers question COVID-19 screening at Pearson,Were not feeling very safe: Employees,2020-03-14 00:09:00,Follow Laura On Twitter,There are questions at Torontos Pearson International Airport about whether the screening process for new arrivals is thorough enough amid the COVID-19 pandemic.
Web Writer,P.E.I. Premier Dennis King declares public health emergency on COVID-19,Can Be Reached At Samantha.Juric Cbc.Ca.,2020-03-16 19:49:00,Sam Juric Is A Journalist With Cbc P.E.I.,In Mondays second press briefing of the day
Web Writer,P.E.I. Premier Dennis King declares public health emergency on COVID-19,Can Be Reached At Samantha.Juric Cbc.Ca.,2020-03-16 19:49:00,Sam Juric Is A Journalist With Cbc P.E.I.,In Mondays second press briefing of the day
"",says Legault,can Quebecs budget offset uncertainty? Yes,2020-03-09 21:42:00,With markets reeling,Quebecs finance minister will table his governments annual budget one day after global markets cratered. Eric Girard is hoping the spending plan he finished three weeks ago will stand up to the growing economic insecurity.
Adam Hunter Is The Provincial Affairs Reporter At Cbc Saskatchewan,Adam.Hunter Cbc.Ca,Ahiddycbc. Contact Him,Oil price plunge will not be factored into upcoming Sask. budget,Based In Regina. He Has Been With Cbc For Years. He Hosts The Cbc Podcast On The Ledge. Follow Him On Twitter,2020-03-09 21:04:00
Yvette Brend Is A Cbc Vancouver Journalist. Yvette.Brend Cbc.Ca,Canadians trapped in Wuhan,2020-01-28 20:08:00,China,Bored and abandoned: Canadians trapped in Wuhan say lockdown is a balance of tedium and anxiety,in the wake of the coronavirus outbreak say theyre safe but bored and feeling abandoned by their consular officials.
"",Carol and Lynn Ciavaglia,2020-03-09 20:42:00,who are among the 237 Canadians aboard a quarantined cruise ship now at port in California,Im really scared: Almonte couple aboard quarantined ship just wants to get home,say all they want is to get home to Canada — even if it means further quarantine.
Cbc News,Bill Bu,2020-02-14 17:33:00,a graduate of Wuhan University who now lives in Halifax,Halifax businessman working to get medical supplies to Wuhan,says his family in China is in the quarantine zone. Hes working to get medical supplies to health-care providers to help protect them against the coronavirus.
"",Canadian health agencies face an elevated risk of cyberattacks as criminals try to take advantage of global anxiety over the COVID-19 pandemic,2020-03-19 20:03:00,according to Canadas foreign signals intelligence agency.,Canadas health sector at risk of cyberattacks as COVID-19 fear spreads: CSE,Canadas health sector faces an elevated risk of cyberattacks and intellectual property theft as criminals and state actors try to exploit global anxiety over the COVID-19 pandemic
Cbc News,Both Science North and Dynamic Earth in Sudbury will close to the public on Friday evening,2020-03-13 21:28:00,due to concerns over COVID-19,COVID-19 concerns shut down Science North and Dynamic Earth in Sudbury,but scheduled camps for March Break will proceed as scheduled
Business Reporter,Contact,Consumer News.,Sophia.Harris Cbc.Ca,Sophia Harris Covers Business,More This Author
"",The price of gasoline across the country is set to fall by roughly seven cents a litre on Wednesday,2020-03-09 18:24:00,as the impact of the unprecedented plunge in oil prices filters down to the gas pump.,Gas prices set to fall 7 cents a litre across Canada on Wednesday: analyst,The price of gasoline across the country is set to fall by roughly seven cents a litre on Wednesday
"",Three Halifax men are trying to keep their spirits up as they deal with military law from a shared hotel room in southern Peru. Ian Melanson,2020-03-19 19:28:00,Jordan Taggart,Overwhelming: Nova Scotians stuck in Peru call for emergency flights home,and Neal Andreino are stuck dealing with the COVID-19 pandemic in the South American country unless Canada sends in emergency planes.
City Hall Reporter,Lauren.Pelley Cbc.Ca,Municipal Affairs. Contact Her At,Toronto waking up to new reality amid evidence of COVID-19 community spread,Lauren Pelley Is A Cbc Reporter In Toronto Covering City Hall,2020-03-17 08:00:00
Drew Anderson Is A Web Journalist At Cbc Calgary. Like Almost Every Journalist Working Today,Drewpanderson. Contact Him In Confidence At Drew.Anderson Cbc.Ca. Signal Contact Upon Request. Cbc Secure Drop,You Can Follow Him On Twitter,Www.Cbc.Ca Securedrop,HeS Won A Few Awards. HeS Also A Third-Generation Calgarian.,Alberta patients asked to delay mammograms as health system readies for COVID-19
Cbc News,Later today,2020-03-16 16:43:00,Minister R.J. Simpson will convene a teleconference with all district education authorities to discuss this direction and how best to support school teachers staff and students as they return from spring break travel,N.W.T. schools recommended to close until after Easter,said Premier Caroline Cochrane.
"",2020-01-31 14:17:00,Banff among the Canadian hotspots seeing trip cancellations from Chinese tourists,Tour companies and hotels in destinations popular with Chinese tourists are starting to see cancellations after a new form of virus that has led to mass quarantines and 170 deaths in China.,Jasper,Tour companies and hotels in destinations popular with Chinese tourists are starting to see cancellations after a new form of virus that has led to mass quarantines and 170 deaths in China. The virus comes from a large family of what are known as coronaviruses. The World Health Organization on Thursday declared the outbreak a public health emergency of international concern. There are three confirmed cases in Canada and all are linked to recent travel in China. Travel agencies in the Asian country have been told to halt all group tours due to the virus
Cbc News,2020-03-10 19:30:00,doctor says,The public plays a critical role in preventing the spread of COVID-19 and minimizing its burden on the provinces health-care system,Public co-operation required to ease burden of COVID-19 on B.C. health-care system, one B.C. doctor says.
Cbc News,2020-03-10 19:43:00,says former Alberta finance minister,One day after a devastating drop of world oil prices,Tough road ahead: Diversification key to recovery,Albertans are bracing for ripple effects that will continue for months to come.
Ian Froese Is A Reporter With Cbc Manitoba. He Has Previously Worked For Newspapers In Brandon,Ian.Froese Cbc.Ca.,Email,Twitter,Steinbach. Story Idea,Manitoba promises payroll tax cut for 1
Bill Graveland Is A Calgary-Based Reporter For The Canadian Press.,Adoptions are on hold and pet shelters across the country are scrambling to make ends meet to take care of their animals during the COVID-19 pandemic.,2020-03-19 12:42:00,Adoptions are on hold and pet shelters across the country are scrambling to make ends meet to take care of their animals during the COVID-19 pandemic. Humane society offices in Calgary,Pet adoptions on hold as animal shelters struggle to cope with COVID-19,Edmonton and Toronto are closed to the general public. Volunteers have been sent home and dogs and cats already at the shelters are going to have to wait before getting a chance to find a new home. We really just dont want people coming in and out of the building
Cbc News,The Winnipeg School Division is asking parents to keep their children home from school if they have signs of respiratory illness and to postpone non-essential trips,2020-03-10 18:09:00,in light of a rapidly evolving situation involving COVID-19.,COVID-19 prompts Winnipeg School Division reminder on illness prevention,The Winnipeg School Division is asking parents to keep their children home from school if they have signs of respiratory illness and to postpone non-essential trips
"",People working out in the field who will bear the brunt of economic factors combined with the spread if COVID-19 in Saskatchewan,2020-03-17 20:24:00,says a representative with the Canadian Association of Petroleum Producers.,How COVID-19 is affecting the bottom line in Sask.s biggest industries,Saskatchewans biggest industries are forging ahead with limited impact in the face of COVID-19
"",The Roman Catholic Diocese of Whitehorse will continue to hold masses,2020-03-19 12:00:00,while Riverdale Baptist Church is suspending services.,Some Whitehorse churches consider live streaming services due to COVID-19,Yukon religious groups are making changes in light of concerns about COVID-19.  Masses in the Roman Catholic Diocese of Whitehorse are continuing throughout the week and the weekend
Cbc News,Two Ottawa women are pleading with the federal government to increase efforts to get their family members and other Canadians out of the lockdown in Wuhan,2020-01-28 12:25:00,China.,Ottawa women plead for help getting loved ones out of Wuhan,Two Ottawa women are pleading with the federal government to increase efforts to get their family members and other Canadians out of the lockdown in Wuhan
"",Manitobas phone line set up to field questions about COVID-19 is swamped with calls,2020-03-13 03:11:00,according to multiple people who contacted the CBC News.,Manitoba COVID-19 phone line swamped with calls after first presumptive cases announced,Manitobas phone line set up to field questions about COVID-19 is swamped with calls
Cbc News,Ever since the COVID-19 pandemic struck,2020-03-19 11:00:00,28-year-old truck driver Holly Noble says 70-hour weeks are becoming more common — especially because mass buying is forcing retailers to restock shelves earlier,Heres how one Windsor trucker is adjusting to driving during COVID-19,leading to more trucks and more traffic  trying to cross the Canada-U.S. border.
Reporter Associate Producer,Written For Global Regina. Reach Her At Emily.Pasiuk Cbc.Ca.,An Associate Producer For The Morning Edition. SheS Based In Regina. She Has Also Reported At Ctv Saskatoon,Find Her On Twitter,Emily Pasiuk Is A Reporter For Cbc Saskatchewan,Groups providing help hands to those in isolation pop up in Sask. amid COVID-19 pandemic
"",2020-03-22 13:18:00,March 22,The P.E.I. government has scheduled a news conference for 5 p.m. Sunday with chief public health officer Dr. Heather Morrison.,COVID-19 on P.E.I.: Whats happening Sunday,A third case of COVID-19 has been confirmed in P.E.I.
Andrew Lupton Is A B.C.-Born Journalist,Photography,A North London Resident With A Passion For Politics,Follow Andrew On Twitter,Father Of Two,COVID-19 restrictions on migrant workers will be devastating
"",2020-03-19 10:30:00,restaurateurs struggling with businesses,As Canada and the world take stringent precautions against COVID-19,We are in limbo right now: Inuvik tour operators,tour operators and restaurateurs in the N.W.T.s Beaufort Delta region are already feeling the effects.
Robert Jones Has Been A Reporter,Led To The Adoption Of Price Regulation In,National Awards,Economic activity in province continues to slow amid virus fears,Producer With Cbc New Brunswick Since His Investigative Reports On Petroleum Pricing In New Brunswick Won Several Regional,2020-03-19 10:30:00
Cbc News,2020-03-20 10:02:00,March 20,P.E.I. chief public health officer Dr. Heather Morrison asked passengers on a flight from Toronto to Charlottetown March 11 to self-isolate until March 25. This was during her daily 1:30 p.m. briefing on Friday.,COVID-19 on P.E.I.: Whats happening on Friday,P.E.I. chief public health officer Dr. Heather Morrison asked passengers on a flight from Toronto to Charlottetown March 11 to self-isolate until March 25. This was during her daily 1:30 p.m. briefing on Friday. P.E.I.s second confirmed case of COVID-19 was on Air Canada flight 7564
"",A Prince George woman originally from Wuhan,2020-01-25 15:00:00,China is raising money to buy basic medical supplies to help halt the spread of the mysterious coronavirus that originated in her hometown.,Do the little bit I can: Wuhan-born woman raises funds to help hospitals back home,A Prince George woman originally from Wuhan
"",Womens shelters and sexual assault centres in Alberta are preparing to face an expected surge in domestic violence linked to the COVID-19 pandemic.,2020-03-19 14:30:00,Womens shelters and sexual assault centres in Alberta are preparing to face an expected surge in domestic violence linked to the COVID-19 pandemic. Relief organizations have reported evidence of sex and gender-based violence spiking after disasters and emergencies around the world,Alberta shelters brace for domestic violence surge linked to COVID-19,including in the United States after Hurricane Katrina
"",A P.E.I. woman teaching English in China is facing new challenges as she continues to teach her Grade 2 students from Portugal.,2020-02-27 16:24:00,A P.E.I. woman teaching English in China is facing new challenges as she continues to teach her Grade 2 students from Portugal. Annie Ladéroute was on holiday in Spain when the COVID-19 outbreak in China grew to the point that her students were quarantined,P.E.I. teacher keeping up lessons with quarantined students in China,and she was told it was not safe for her to return. Ladéroute teaches in Guangdong province in China. She and her partner
Cbc News,Finance Minister Ernie Steeves says New Brunswicks financial outlook may not be as good as his budget predicted because of the quickly evolving COVID-19 pandemic.,2020-03-13 10:00:00,Listen to the full CBC New Brunswick Political Panel podcast by downloading it from the CBC Podcast page or subscribing to the podcast in iTunes.  Finance Minister Ernie Steeves says New Brunswicks financial outlook may not be as good as his budget predicted because of the quickly evolving COVID-19 pandemic. Steeves said the province will have to study the numbers and game scenarios to see how the virus may impact the provinces pocketbook. On this weeks Political Panel guests discussed the budget and the effects of COVID-19 on provincial finances. New Brunswick records 1st presumptive case of COVID-19Higgs government delivers 2nd balanced budget,Budget forecasts in question after COVID-19 evolution,projects 92M surplus in 2020-21 We had hoped for some real growth
Cbc News,Old Perlican stable despite surprise resignations from council,Follow Terry Roberts On Twitter,says acting mayor,Terry Roberts Is A Journalist With CbcS Bureau In St. JohnS.,2020-03-19 14:03:00
Cbc News,Several employees with Sudbury’s Vale operations are working from home after attending a conference where someone is believed to have contracted COVID-19,2020-03-13 09:00:00,Some in Sudburys mining industry are working from home after attending a conference where someone is believed to have contracted COVID-19. On Tuesday,Mining companies ask some employees to work from home after COVID-19 case confirmed in Sudbury,Public Health Sudbury & Districts confirmed a man in his 50s from Sudbury has tested positive for the virus. He attended the Prospectors and Developers Association of Canada conference (PDAC) the week before. Held annually in Toronto
Cbc News,NHL defenceman Luke Schenn,2020-03-13 08:00:00,originally from Saskatoon,NHL defenceman Luke Schenn says players not surprised season put on hold due to COVID-19,says players suspected the season was at risk when the NBA suspended its schedule.
Senior Investigative Journalist,Regional Awards.,Documentary Producer Has Earned Numerous National,Send Your Tips,Geoff Leo Has Been A Reporter For Cbc News In Saskatchewan Since His Work As An Investigative Journalist,Story Ideas To Geoff.
Cbc News,Take a look at your local event cancellations or modifications due to COVID-19 concerns.,2020-03-13 22:37:00,If you have an event being cancelled or postponed,Heres whats being cancelled or changed in Hamilton because of COVID-19,please email hamilton@cbc.ca. or message us on Facebook. The effort to slow the spread of COVID-19 continues as the city closes Hamilton provincial offences courts until further notice.  The court service
Bill Graveland Is A Calgary-Based Reporter For The Canadian Press.,Adoptions are on hold and pet shelters across the country are scrambling to make ends meet to take care of their animals during the COVID-19 pandemic.,2020-03-19 12:42:00,Adoptions are on hold and pet shelters across the country are scrambling to make ends meet to take care of their animals during the COVID-19 pandemic. Humane society offices in Calgary,Pet adoptions on hold as animal shelters struggle to cope with COVID-19,Edmonton and Toronto are closed to the general public. Volunteers have been sent home and dogs and cats already at the shelters are going to have to wait before getting a chance to find a new home. We really just dont want people coming in and out of the building
Cbc News,Most people made their own food and clothes from scratch,2020-03-22 11:00:00,cash was scarce and work was long and hard in P.E.I.s bygone days.,Money was scarce and times were tough in P.E.I.s Bygone Days,Reginald (Dutch) Thompsons column The Bygone Days brings you the voices of Island seniors
"",Ontario’s Ministry of Health is recommending only “essential visitors” be allowed into long-term care facilities to stem the spread of COVID-10 — but thats worrying for some families whose loved ones rely on their extra care.,2020-03-15 21:15:00,Some Ottawans who provide extra care to loved ones in long-term care homes are worried about a new provincial request that those homes now only allow essential visitors. Ontarios Ministry of Health issued the request in a memo Friday night,Families worried about restricted access at long-term care homes,in the hopes of keeping COVID-19 from spreading inside those homes and infecting vulnerable residents.      Ontario health officer urges long-term care homes to allow only essential visitors   Ottawa Hospital
Web Writer,Schools and child-care centres close in light of COVID-19 on P.E.I.,Can Be Reached At Samantha.Juric Cbc.Ca.,2020-03-15 21:03:00,Sam Juric Is A Journalist With Cbc P.E.I.,In a media briefing Sunday evening
"",People concerned about the coronavirus for both themselves and their families overseas have bought up all inventory at three medical supply stores in Winnipeg. Hundreds of boxes are on back order.,2020-01-27 23:32:00,  As Canadas first case of coronavirus has been confirmed in Ontario,Several Winnipeg medical supply stores sold out of face masks,at least three major medical supply stores in Winnipeg say they are sold out of the N95 face mask.  19 in Ontario being investigated for coronavirus after 1 case confirmed
Cbc News,2020-03-17 12:27:00,athletes and artists are dealing with COVID-19 cancellations,From Alan Doyles damning loss of revenue,How N.L. musicians,to Brad Gushues chances of making the Olympics
"",2020-03-15 18:58:00,instruction paused this week,The University of P.E.I. says all in-person classes,Island post-secondary schools suspending in-person classes,labs and exams are suspended for the rest of the semester.
"",2020-03-20 21:01:00,but worship continues,Most in-person mass and prayer services are cancelled in Winnipeg due to COVID-19 social distancing recommendations,Winnipeg religious services cancelled,but believers still have options to practise their faith.
"",says Legault,can Quebecs budget offset uncertainty? Yes,2020-03-09 21:42:00,With markets reeling,Quebecs finance minister will table his governments annual budget one day after global markets cratered. Eric Girard is hoping the spending plan he finished three weeks ago will stand up to the growing economic insecurity.
